X,Y,Z,P,Xspd,Yspd,Zspd,T
-10.0,7.6,1.6,0.40685,-8.5949,-0.51595,-0.16167,21.654
-9.8,7.6,1.6,0.94644,-8.5038,-0.45915,-0.17185,21.655
-9.6,7.6,1.6,1.9295,-8.508,-0.48957,-0.2353,21.664
-9.4,7.6,1.6,2.8222,-8.6427,-0.67858,-0.11604,21.772
-9.2,7.6,1.6,3.6569,-8.8728,-0.59122,-0.098089,22.01
-9.0,7.6,1.6,4.2905,-8.7566,-0.42991,-0.32905,22.261
-8.8,7.6,1.6,4.8433,-8.6048,-0.57686,0.0017279,22.462
-8.6,7.6,1.6,5.6094,-8.9993,-0.78111,0.83535,22.613
-8.4,7.6,1.6,6.2092,-9.0469,-0.54294,0.62735,22.67
-8.2,7.6,1.6,6.8176,-8.8792,-0.3672,-0.28416,22.434
-8.0,7.6,1.6,7.9223,-9.1886,-0.8666,-0.0088962,22.024
-7.8,7.6,1.6,9.1979,-9.6465,-0.88694,0.33515,21.754
-7.6,7.6,1.6,10.303,-9.753,-0.35737,-0.42295,21.601
-7.4,7.6,1.6,11.443,-9.7662,-0.23994,-1.0109,21.5
-7.2,7.6,1.6,12.704,-9.8289,-0.48811,-0.52881,21.435
-7.0,7.6,1.6,13.852,-9.4891,-0.58211,0.085806,21.394
-6.8,7.6,1.6,14.929,-9.1319,-0.3681,-0.22219,21.36
-6.6,7.6,1.6,16.132,-9.3649,-0.28952,-0.74277,21.33
-6.4,7.6,1.6,17.3,-9.6947,-0.36597,-0.57293,21.312
-6.2,7.6,1.6,18.415,-9.7914,-0.34339,-0.16011,21.303
-6.0,7.6,1.6,19.67,-9.9616,7.0556e-05,-0.37543,21.296
-5.8,7.6,1.6,20.893,-9.7753,0.558,-0.71897,21.282
-5.6,7.6,1.6,21.87,-9.4041,0.74862,-0.19288,21.247
-5.4,7.6,1.6,22.612,-9.4057,0.43332,0.35188,21.202
-5.2,7.6,1.6,23.31,-9.3639,0.020029,0.28949,21.17
-5.0,7.6,1.6,23.914,-9.3995,-0.031876,0.028102,21.155
-4.8,7.6,1.6,24.338,-9.3555,0.25574,-0.20155,21.148
-4.6,7.6,1.6,24.592,-9.4745,0.57319,-0.16634,21.138
-4.4,7.6,1.6,24.674,-9.6882,0.69538,0.11305,21.117
-4.2,7.6,1.6,24.557,-9.2842,0.51321,0.64145,21.089
-4.0,7.6,1.6,24.156,-8.9214,0.20513,0.80113,21.065
-3.8,7.6,1.6,23.507,-9.4239,0.037986,0.081527,21.052
-3.6,7.6,1.6,22.998,-9.7711,0.13933,-0.44867,21.048
-3.4,7.6,1.6,22.567,-9.415,0.35559,0.022133,21.043
-3.2,7.6,1.6,21.995,-9.3607,0.30347,0.42074,21.028
-3.0,7.6,1.6,21.323,-9.4346,0.17857,0.30431,21.01
-2.8,7.6,1.6,20.575,-9.4705,0.20926,0.11349,20.999
-2.6,7.6,1.6,19.854,-9.8086,0.1681,-0.23826,20.993
-2.4,7.6,1.6,19.173,-9.7732,0.3839,-0.38391,20.996
-2.2,7.6,1.6,18.411,-9.4965,0.77258,-0.12633,20.999
-2.0,7.6,1.6,17.68,-9.6079,0.57407,0.15996,20.996
-1.8,7.6,1.6,17.117,-9.772,0.32697,-0.13112,20.992
-1.6,7.6,1.6,16.594,-9.808,0.75125,-0.96419,20.973
-1.4,7.6,1.6,16.096,-9.6489,0.81705,-0.73108,20.934
-1.2,7.6,1.6,15.655,-9.3404,0.0037939,0.47687,20.905
-1.0,7.6,1.6,15.101,-9.2142,-0.26464,0.44992,20.899
-0.8,7.6,1.6,14.732,-9.5392,0.64392,-0.65812,20.897
-0.6,7.6,1.6,14.715,-10.021,1.2266,-1.0753,20.875
-0.4,7.6,1.6,14.881,-9.959,0.69484,-0.76286,20.834
-0.2,7.6,1.6,14.705,-9.2722,0.13509,-0.20829,20.806
0.0,7.6,1.6,14.134,-8.8022,0.025012,0.27413,20.797
0.2,7.6,1.6,13.733,-9.1165,0.23385,-0.10148,20.796
0.4,7.6,1.6,13.572,-9.7405,0.64517,-0.76094,20.794
0.6,7.6,1.6,13.536,-9.7991,0.57659,-0.63092,20.776
0.8,7.6,1.6,13.488,-9.5704,0.22538,-0.14861,20.748
1.0,7.6,1.6,13.357,-9.2671,0.2287,-0.065563,20.724
1.2,7.6,1.6,13.189,-9.1381,0.40579,-0.44026,20.701
1.4,7.6,1.6,13.182,-9.5049,0.22741,-0.39014,20.675
1.6,7.6,1.6,13.308,-9.8387,-0.076768,0.21834,20.65
1.8,7.6,1.6,13.46,-9.574,0.25584,0.18681,20.625
2.0,7.6,1.6,13.582,-9.2935,0.56742,-0.14719,20.597
2.2,7.6,1.6,13.761,-9.7512,0.26298,-0.13922,20.567
2.4,7.6,1.6,14.117,-10.153,-0.046665,-0.12033,20.539
2.6,7.6,1.6,14.494,-9.6797,0.12607,-0.043581,20.514
2.8,7.6,1.6,14.841,-9.2771,0.57192,0.1621,20.487
3.0,7.6,1.6,15.252,-9.7529,0.73529,0.18196,20.454
3.2,7.6,1.6,15.787,-10.088,0.43802,-0.027975,20.42
3.4,7.6,1.6,16.361,-9.7916,0.1365,-0.0057118,20.391
3.6,7.6,1.6,16.864,-9.544,0.48296,0.19477,20.365
3.8,7.6,1.6,17.421,-9.5976,0.96508,0.21403,20.336
4.0,7.6,1.6,18.075,-9.871,0.80827,0.11063,20.304
4.2,7.6,1.6,18.778,-9.8971,0.47788,0.17254,20.273
4.4,7.6,1.6,19.472,-9.7538,0.5589,0.12538,20.247
4.6,7.6,1.6,20.109,-9.8077,0.76017,-0.016681,20.225
4.8,7.6,1.6,20.7,-9.7981,0.89868,0.29896,20.204
5.0,7.6,1.6,21.166,-9.5056,1.0309,0.46211,20.184
5.2,7.6,1.6,21.464,-9.5154,0.77718,0.072825,20.164
5.4,7.6,1.6,21.687,-9.8944,0.48736,0.019656,20.145
5.6,7.6,1.6,21.799,-9.8581,0.75534,0.42266,20.131
5.8,7.6,1.6,21.703,-9.5117,1.0798,0.35829,20.119
6.0,7.6,1.6,21.366,-9.3624,0.93453,-0.096617,20.107
6.2,7.6,1.6,20.915,-9.5199,0.62572,0.0419,20.095
6.4,7.6,1.6,20.399,-9.7064,0.56442,0.55057,20.083
6.6,7.6,1.6,19.795,-9.694,0.53075,0.56555,20.075
6.8,7.6,1.6,19.05,-9.4751,0.57109,-0.027657,20.067
7.0,7.6,1.6,18.227,-9.5029,0.82186,-0.20777,20.059
7.2,7.6,1.6,17.391,-9.7627,0.7242,0.59974,20.052
7.4,7.6,1.6,16.603,-9.744,0.27287,0.69151,20.046
7.6,7.6,1.6,15.765,-9.3756,0.14989,-0.25508,20.041
7.8,7.6,1.6,14.912,-9.5446,0.55534,-0.27281,20.035
8.0,7.6,1.6,14.162,-10.162,0.79975,0.7051,20.03
8.2,7.6,1.6,13.496,-9.9533,0.35616,0.52054,20.026
8.4,7.6,1.6,12.804,-9.1725,-0.15315,-0.5937,20.023
8.6,7.6,1.6,12.143,-9.5389,0.1666,-0.25641,20.018
8.8,7.6,1.6,11.654,-10.456,0.7274,0.85113,20.014
9.0,7.6,1.6,11.295,-10.214,0.34478,0.48172,20.012
9.2,7.6,1.6,10.918,-9.3877,-0.29326,-0.66637,20.01
9.4,7.6,1.6,10.551,-9.6983,-0.042153,-0.39721,20.007
9.6,7.6,1.6,10.478,-10.282,0.36762,0.51436,20.004
9.8,7.6,1.6,10.793,-10.174,0.14528,0.41165,20.003
10.0,7.6,1.6,11.072,-10.0,-0.082945,0.072309,20.002
-10.0,7.8,1.6,0.53871,-8.6632,-0.42535,-0.36347,21.557
-9.8,7.8,1.6,0.9894,-8.6558,-0.34986,-0.38658,21.557
-9.6,7.8,1.6,1.8288,-8.5449,-0.34725,-0.30008,21.559
-9.4,7.8,1.6,2.6412,-8.4566,-0.4929,-0.029711,21.595
-9.2,7.8,1.6,3.4046,-8.998,-0.47066,-0.026652,21.669
-9.0,7.8,1.6,4.0483,-8.8605,-0.41264,-0.51056,21.728
-8.8,7.8,1.6,4.5316,-8.4426,-0.52105,-0.55637,21.759
-8.6,7.8,1.6,5.2294,-8.792,-0.68416,0.31932,21.794
-8.4,7.8,1.6,6.0265,-9.2407,-0.59889,0.56505,21.837
-8.2,7.8,1.6,6.7059,-8.9408,-0.55393,-0.21687,21.82
-8.0,7.8,1.6,7.5751,-8.6499,-0.8116,-0.23653,21.71
-7.8,7.8,1.6,8.5628,-9.2936,-0.71373,0.43655,21.587
-7.6,7.8,1.6,9.5175,-9.6363,-0.35417,0.37118,21.47
-7.4,7.8,1.6,10.49,-9.4488,-0.231,-0.24638,21.363
-7.2,7.8,1.6,11.519,-9.3181,-0.36041,-0.33645,21.305
-7.0,7.8,1.6,12.527,-9.2859,-0.51353,-0.019407,21.281
-6.8,7.8,1.6,13.572,-9.2751,-0.31059,-0.19842,21.266
-6.6,7.8,1.6,14.725,-9.4231,0.053645,-0.68567,21.248
-6.4,7.8,1.6,15.863,-9.4876,0.098142,-0.66421,21.228
-6.2,7.8,1.6,16.829,-9.277,-0.036812,-0.11953,21.21
-6.0,7.8,1.6,17.799,-9.5626,0.088736,0.1108,21.197
-5.8,7.8,1.6,18.775,-9.7478,0.42451,-0.27466,21.182
-5.6,7.8,1.6,19.593,-9.3487,0.50768,-0.37628,21.157
-5.4,7.8,1.6,20.204,-9.1547,0.31234,-0.021958,21.126
-5.2,7.8,1.6,20.749,-9.2516,0.23923,0.14228,21.102
-5.0,7.8,1.6,21.292,-9.3947,0.35825,-0.010671,21.087
-4.8,7.8,1.6,21.672,-9.2712,0.40602,-0.03631,21.074
-4.6,7.8,1.6,21.864,-9.2633,0.41348,0.13206,21.058
-4.4,7.8,1.6,21.881,-9.4064,0.50299,-0.024053,21.036
-4.2,7.8,1.6,21.714,-9.225,0.42662,0.024949,21.011
-4.0,7.8,1.6,21.415,-9.0106,0.1626,0.66352,20.988
-3.8,7.8,1.6,20.935,-9.3055,0.10957,0.69331,20.971
-3.6,7.8,1.6,20.482,-9.4998,0.2676,-0.10763,20.959
-3.4,7.8,1.6,20.114,-9.2766,0.37721,-0.26928,20.95
-3.2,7.8,1.6,19.662,-9.4296,0.28407,0.21028,20.942
-3.0,7.8,1.6,19.188,-9.5038,0.1629,0.43666,20.935
-2.8,7.8,1.6,18.579,-9.1267,0.23121,0.37092,20.929
-2.6,7.8,1.6,17.907,-9.4199,0.29463,0.061873,20.918
-2.4,7.8,1.6,17.328,-9.814,0.39807,-0.23071,20.905
-2.2,7.8,1.6,16.721,-9.5488,0.56397,-0.23106,20.891
-2.0,7.8,1.6,16.09,-9.3625,0.40075,0.068853,20.879
-1.8,7.8,1.6,15.55,-9.5015,0.22545,0.17349,20.872
-1.6,7.8,1.6,15.095,-9.7149,0.58798,-0.50488,20.866
-1.4,7.8,1.6,14.617,-9.5659,0.74128,-0.89435,20.846
-1.2,7.8,1.6,14.135,-9.3302,0.11076,-0.0070448,20.824
-1.0,7.8,1.6,13.689,-9.4979,-0.19648,0.59997,20.82
-0.8,7.8,1.6,13.344,-9.6958,0.55115,-0.16054,20.818
-0.6,7.8,1.6,13.186,-9.697,1.1688,-0.81903,20.792
-0.4,7.8,1.6,13.171,-9.6905,0.75171,-0.51017,20.749
-0.2,7.8,1.6,13.011,-9.3697,0.020923,0.13205,20.724
0.0,7.8,1.6,12.601,-9.0129,-0.27729,0.51638,20.719
0.2,7.8,1.6,12.24,-9.259,0.13204,0.099907,20.721
0.4,7.8,1.6,12.114,-9.8263,0.86249,-0.56589,20.717
0.6,7.8,1.6,12.122,-9.6865,0.8571,-0.50185,20.692
0.8,7.8,1.6,11.974,-9.2627,0.17089,0.091996,20.661
1.0,7.8,1.6,11.752,-9.3833,-0.14004,0.50661,20.642
1.2,7.8,1.6,11.618,-9.4996,0.34367,0.09463,20.629
1.4,7.8,1.6,11.667,-9.3895,0.68777,-0.40038,20.611
1.6,7.8,1.6,11.792,-9.5386,0.20938,0.16956,20.587
1.8,7.8,1.6,11.914,-9.7534,-0.052287,0.67547,20.563
2.0,7.8,1.6,12.062,-9.5429,0.36907,0.25421,20.539
2.2,7.8,1.6,12.274,-9.5574,0.60571,-0.04945,20.512
2.4,7.8,1.6,12.55,-9.9522,0.19194,0.19715,20.484
2.6,7.8,1.6,12.855,-9.8395,-0.10158,0.31663,20.462
2.8,7.8,1.6,13.155,-9.4939,0.43682,0.13017,20.442
3.0,7.8,1.6,13.479,-9.6677,0.9288,0.16344,20.414
3.2,7.8,1.6,13.94,-9.8725,0.58203,0.41934,20.382
3.4,7.8,1.6,14.391,-9.7902,0.04724,0.2891,20.352
3.6,7.8,1.6,14.844,-9.7193,0.28999,0.090562,20.33
3.8,7.8,1.6,15.344,-9.6638,0.89433,0.36208,20.308
4.0,7.8,1.6,15.915,-9.7969,0.84335,0.38417,20.281
4.2,7.8,1.6,16.513,-9.8897,0.44435,0.13855,20.253
4.4,7.8,1.6,17.059,-9.6967,0.51096,0.079557,20.23
4.6,7.8,1.6,17.575,-9.7173,0.76861,0.16081,20.21
4.8,7.8,1.6,18.07,-9.9263,0.72207,0.5044,20.191
5.0,7.8,1.6,18.519,-9.6453,0.77916,0.59851,20.173
5.2,7.8,1.6,18.757,-9.3731,0.85944,0.043936,20.156
5.4,7.8,1.6,18.889,-9.7512,0.60487,-0.17809,20.139
5.6,7.8,1.6,18.99,-9.9872,0.52898,0.40749,20.125
5.8,7.8,1.6,18.959,-9.6488,0.84214,0.54932,20.114
6.0,7.8,1.6,18.703,-9.3205,0.91033,-0.054385,20.104
6.2,7.8,1.6,18.289,-9.4557,0.60133,-0.037047,20.092
6.4,7.8,1.6,17.842,-9.7167,0.50366,0.52589,20.081
6.6,7.8,1.6,17.284,-9.7112,0.52444,0.50289,20.073
6.8,7.8,1.6,16.667,-9.6796,0.50122,-0.025468,20.066
7.0,7.8,1.6,16.001,-9.648,0.69158,-0.047589,20.058
7.2,7.8,1.6,15.284,-9.5223,0.68752,0.61933,20.051
7.4,7.8,1.6,14.539,-9.4997,0.22063,0.57193,20.046
7.6,7.8,1.6,13.811,-9.6207,0.11241,-0.087354,20.04
7.8,7.8,1.6,13.111,-9.9429,0.69054,0.102,20.035
8.0,7.8,1.6,12.495,-10.039,0.77542,0.62858,20.031
8.2,7.8,1.6,11.807,-9.5505,0.0028032,0.0044406,20.027
8.4,7.8,1.6,11.118,-9.2045,-0.17858,-0.5744,20.022
8.6,7.8,1.6,10.519,-9.9784,0.62051,0.37059,20.018
8.8,7.8,1.6,10.114,-10.595,0.75533,1.0215,20.015
9.0,7.8,1.6,9.7388,-9.8248,-0.14904,0.039779,20.013
9.2,7.8,1.6,9.2525,-9.2362,-0.32484,-0.82846,20.01
9.4,7.8,1.6,8.8615,-10.017,0.39937,-0.15703,20.007
9.6,7.8,1.6,8.6516,-10.45,0.47853,0.58529,20.004
9.8,7.8,1.6,8.6799,-10.083,0.0053307,0.34338,20.003
10.0,7.8,1.6,8.7111,-10.0,-0.15549,0.041702,20.002
-10.0,8.0,1.6,0.65217,-8.7234,-0.18732,-0.33314,21.462
-9.8,8.0,1.6,1.0128,-8.7927,-0.19863,-0.41685,21.462
-9.6,8.0,1.6,1.7097,-8.647,-0.28567,-0.38639,21.461
-9.4,8.0,1.6,2.397,-8.4157,-0.19796,-0.053457,21.467
-9.2,8.0,1.6,3.0463,-8.8886,0.012156,0.11028,21.48
-9.0,8.0,1.6,3.7125,-9.0839,-0.12807,-0.38415,21.487
-8.8,8.0,1.6,4.2409,-8.5516,-0.45905,-0.80984,21.484
-8.6,8.0,1.6,4.8232,-8.6282,-0.53243,-0.23521,21.481
-8.4,8.0,1.6,5.5782,-9.3227,-0.22479,0.29426,21.48
-8.2,8.0,1.6,6.3144,-9.218,-0.20935,-0.21132,21.449
-8.0,8.0,1.6,7.0114,-8.7123,-0.60949,-0.55568,21.398
-7.8,8.0,1.6,7.7812,-9.0512,-0.62032,-0.038807,21.363
-7.6,8.0,1.6,8.6866,-9.5514,-0.30369,0.29361,21.324
-7.4,8.0,1.6,9.5623,-9.4225,-0.090913,-0.044371,21.27
-7.2,8.0,1.6,10.457,-9.1248,-0.16757,-0.30467,21.227
-7.0,8.0,1.6,11.3,-9.1197,-0.41921,-0.078387,21.202
-6.8,8.0,1.6,12.221,-9.3509,-0.24422,0.037046,21.185
-6.6,8.0,1.6,13.204,-9.5794,0.27332,-0.19788,21.167
-6.4,8.0,1.6,14.217,-9.4742,0.34414,-0.36725,21.142
-6.2,8.0,1.6,15.067,-9.0589,0.053254,-0.22236,21.116
-6.0,8.0,1.6,15.836,-9.2446,0.084923,0.016099,21.097
-5.8,8.0,1.6,16.634,-9.6571,0.34176,-0.043628,21.085
-5.6,8.0,1.6,17.328,-9.402,0.43805,-0.16953,21.071
-5.4,8.0,1.6,17.916,-9.0975,0.40552,-0.078193,21.053
-5.2,8.0,1.6,18.33,-9.1411,0.30651,0.029115,21.034
-5.0,8.0,1.6,18.733,-9.2833,0.34536,-0.21134,21.017
-4.8,8.0,1.6,19.085,-9.2809,0.51351,-0.19922,21.001
-4.6,8.0,1.6,19.267,-9.2137,0.47814,0.44414,20.982
-4.4,8.0,1.6,19.258,-9.2094,0.37485,0.32012,20.962
-4.2,8.0,1.6,19.111,-9.1509,0.36944,-0.43878,20.941
-4.0,8.0,1.6,18.91,-9.1028,0.29787,-0.086286,20.921
-3.8,8.0,1.6,18.592,-9.2311,0.2342,0.77285,20.904
-3.6,8.0,1.6,18.181,-9.3041,0.28846,0.49422,20.889
-3.4,8.0,1.6,17.808,-9.2147,0.35768,-0.2555,20.877
-3.2,8.0,1.6,17.446,-9.4475,0.36807,-0.30867,20.869
-3.0,8.0,1.6,17.078,-9.4755,0.2722,0.16692,20.862
-2.8,8.0,1.6,16.534,-8.9915,0.18786,0.4523,20.857
-2.6,8.0,1.6,15.938,-9.1552,0.27866,0.20377,20.846
-2.4,8.0,1.6,15.441,-9.6954,0.45818,-0.085358,20.826
-2.2,8.0,1.6,14.959,-9.584,0.48389,-0.24135,20.804
-2.0,8.0,1.6,14.46,-9.1915,0.23349,-0.14431,20.788
-1.8,8.0,1.6,13.988,-9.2422,0.17517,0.27036,20.78
-1.6,8.0,1.6,13.597,-9.662,0.56632,0.010749,20.775
-1.4,8.0,1.6,13.239,-9.5935,0.63905,-0.71805,20.765
-1.2,8.0,1.6,12.824,-9.1758,0.16366,-0.39436,20.754
-1.0,8.0,1.6,12.442,-9.384,0.044305,0.38709,20.752
-0.8,8.0,1.6,12.17,-9.7741,0.56341,0.10718,20.748
-0.6,8.0,1.6,11.926,-9.577,0.94647,-0.49192,20.719
-0.4,8.0,1.6,11.69,-9.3713,0.64744,-0.3743,20.68
-0.2,8.0,1.6,11.437,-9.3729,0.063432,-0.0064858,20.66
0.0,8.0,1.6,11.212,-9.3574,-0.13114,0.25778,20.655
0.2,8.0,1.6,10.94,-9.425,0.23759,0.11151,20.654
0.4,8.0,1.6,10.789,-9.7678,0.67881,-0.29054,20.646
0.6,8.0,1.6,10.823,-9.7346,0.7208,-0.24505,20.624
0.8,8.0,1.6,10.66,-9.1844,0.48089,-0.082688,20.599
1.0,8.0,1.6,10.426,-9.2877,0.075603,0.23373,20.58
1.2,8.0,1.6,10.308,-9.8118,0.040963,0.51561,20.567
1.4,8.0,1.6,10.342,-9.6923,0.58644,0.1016,20.552
1.6,8.0,1.6,10.424,-9.3889,0.66984,-0.080242,20.531
1.8,8.0,1.6,10.45,-9.6693,0.19014,0.3855,20.508
2.0,8.0,1.6,10.569,-9.7883,0.17132,0.58963,20.485
2.2,8.0,1.6,10.755,-9.603,0.61298,0.29708,20.463
2.4,8.0,1.6,10.981,-9.8449,0.42436,0.16438,20.438
2.6,8.0,1.6,11.247,-9.9701,-0.054154,0.35911,20.417
2.8,8.0,1.6,11.519,-9.6831,0.45277,0.29565,20.399
3.0,8.0,1.6,11.766,-9.5745,1.0675,0.095151,20.377
3.2,8.0,1.6,12.084,-9.7489,0.59173,0.41699,20.348
3.4,8.0,1.6,12.478,-9.8769,-0.028502,0.57522,20.32
3.6,8.0,1.6,12.942,-9.9187,0.29011,0.16836,20.299
3.8,8.0,1.6,13.391,-9.6999,0.89429,0.28461,20.28
4.0,8.0,1.6,13.831,-9.6237,0.89399,0.51559,20.258
4.2,8.0,1.6,14.301,-9.8955,0.40909,0.20068,20.233
4.4,8.0,1.6,14.754,-9.9385,0.29374,0.013667,20.212
4.6,8.0,1.6,15.208,-9.7388,0.88145,0.26636,20.195
4.8,8.0,1.6,15.547,-9.6685,1.0347,0.63803,20.178
5.0,8.0,1.6,15.873,-9.7121,0.47175,0.5933,20.161
5.2,8.0,1.6,16.101,-9.7277,0.40417,0.066568,20.146
5.4,8.0,1.6,16.232,-9.7748,0.90951,-0.16071,20.132
5.6,8.0,1.6,16.289,-9.7481,0.94398,0.36417,20.12
5.8,8.0,1.6,16.245,-9.6309,0.58966,0.65633,20.109
6.0,8.0,1.6,16.084,-9.5154,0.59918,0.15403,20.099
6.2,8.0,1.6,15.781,-9.5701,0.75274,0.053406,20.089
6.4,8.0,1.6,15.41,-9.734,0.72135,0.47826,20.079
6.6,8.0,1.6,14.935,-9.6447,0.61172,0.32208,20.071
6.8,8.0,1.6,14.41,-9.6783,0.55286,-0.011888,20.064
7.0,8.0,1.6,13.866,-9.8084,0.60344,0.35841,20.056
7.2,8.0,1.6,13.295,-9.5861,0.57744,0.71835,20.05
7.4,8.0,1.6,12.637,-9.3276,0.42765,0.16453,20.045
7.6,8.0,1.6,11.987,-9.6605,0.43157,-0.042218,20.039
7.8,8.0,1.6,11.395,-10.264,0.64913,0.62207,20.034
8.0,8.0,1.6,10.874,-9.9707,0.52254,0.48043,20.03
8.2,8.0,1.6,10.178,-9.2111,0.048501,-0.49318,20.026
8.4,8.0,1.6,9.4476,-9.5328,0.21541,-0.20117,20.022
8.6,8.0,1.6,8.889,-10.445,0.87496,0.92121,20.018
8.8,8.0,1.6,8.4629,-10.273,0.54836,0.62671,20.015
9.0,8.0,1.6,7.9999,-9.4454,-0.38587,-0.43503,20.013
9.2,8.0,1.6,7.447,-9.7082,-0.098589,-0.44219,20.01
9.4,8.0,1.6,7.0509,-10.367,0.70413,0.25125,20.007
9.6,8.0,1.6,6.6779,-10.215,0.44975,0.35334,20.004
9.8,8.0,1.6,6.1467,-9.9,-0.064356,0.069245,20.003
10.0,8.0,1.6,5.8105,-10.0,-0.117,-0.023028,20.002
-10.0,8.2,1.6,0.58899,-8.8063,-0.041823,-0.28719,21.368
-9.8,8.2,1.6,0.9099,-8.8679,-0.048946,-0.35639,21.366
-9.6,8.2,1.6,1.526,-8.7305,-0.17947,-0.44615,21.365
-9.4,8.2,1.6,2.1108,-8.5596,-0.18227,-0.28258,21.367
-9.2,8.2,1.6,2.6821,-8.8776,0.056606,0.033766,21.367
-9.0,8.2,1.6,3.2962,-9.1536,0.00057187,-0.15664,21.359
-8.8,8.2,1.6,3.8566,-8.7358,-0.25219,-0.78414,21.348
-8.6,8.2,1.6,4.3849,-8.7259,-0.2934,-0.68139,21.34
-8.4,8.2,1.6,5.0015,-9.3022,-0.087425,-0.022021,21.326
-8.2,8.2,1.6,5.6967,-9.2189,-0.033529,-0.17793,21.292
-8.0,8.2,1.6,6.3636,-8.7662,-0.28015,-0.74385,21.247
-7.8,8.2,1.6,7.013,-8.9767,-0.35293,-0.5808,21.213
-7.6,8.2,1.6,7.7716,-9.5593,-0.25175,-0.065248,21.189
-7.4,8.2,1.6,8.5912,-9.5739,-0.038101,-0.19824,21.165
-7.2,8.2,1.6,9.4001,-9.0837,0.12992,-0.61142,21.141
-7.0,8.2,1.6,10.105,-8.9772,-0.1112,-0.28085,21.117
-6.8,8.2,1.6,10.896,-9.3822,-0.2283,0.050835,21.097
-6.6,8.2,1.6,11.734,-9.7,0.13886,-0.29672,21.077
-6.4,8.2,1.6,12.584,-9.4313,0.40208,-0.5735,21.055
-6.2,8.2,1.6,13.297,-8.9604,0.28008,-0.31127,21.03
-6.0,8.2,1.6,13.908,-9.2247,0.12776,0.058078,21.01
-5.8,8.2,1.6,14.584,-9.6977,0.2008,-0.081602,20.999
-5.6,8.2,1.6,15.205,-9.4084,0.44042,-0.40502,20.99
-5.4,8.2,1.6,15.711,-9.0565,0.58691,-0.33068,20.977
-5.2,8.2,1.6,16.023,-9.2037,0.35922,0.048446,20.961
-5.0,8.2,1.6,16.362,-9.4353,0.23689,-0.080343,20.945
-4.8,8.2,1.6,16.704,-9.3173,0.5344,-0.43352,20.93
-4.6,8.2,1.6,16.867,-9.1044,0.6374,0.03926,20.912
-4.4,8.2,1.6,16.852,-9.183,0.43068,0.3571,20.893
-4.2,8.2,1.6,16.768,-9.3103,0.36678,-0.2677,20.873
-4.0,8.2,1.6,16.649,-9.2228,0.42472,-0.45361,20.856
-3.8,8.2,1.6,16.393,-9.1627,0.38318,0.31984,20.842
-3.6,8.2,1.6,16.027,-9.2867,0.32722,0.60467,20.829
-3.4,8.2,1.6,15.665,-9.341,0.43149,-0.10781,20.818
-3.2,8.2,1.6,15.321,-9.4516,0.5265,-0.52687,20.809
-3.0,8.2,1.6,14.935,-9.3755,0.38098,0.023318,20.8
-2.8,8.2,1.6,14.445,-9.1203,0.33212,0.45148,20.79
-2.6,8.2,1.6,13.964,-9.2557,0.56469,0.13611,20.778
-2.4,8.2,1.6,13.546,-9.5373,0.62756,-0.05265,20.761
-2.2,8.2,1.6,13.14,-9.4899,0.46256,-0.069059,20.741
-2.0,8.2,1.6,12.724,-9.2466,0.36439,-0.079244,20.724
-1.8,8.2,1.6,12.331,-9.2495,0.43791,0.1986,20.715
-1.6,8.2,1.6,11.983,-9.5294,0.70068,0.12628,20.708
-1.4,8.2,1.6,11.678,-9.5266,0.71431,-0.31557,20.7
-1.2,8.2,1.6,11.335,-9.1911,0.31459,-0.25376,20.693
-1.0,8.2,1.6,11.008,-9.3163,0.30419,0.078664,20.69
-0.8,8.2,1.6,10.776,-9.6638,0.87009,0.03185,20.683
-0.6,8.2,1.6,10.541,-9.4823,0.97045,-0.11096,20.657
-0.4,8.2,1.6,10.258,-9.2216,0.41035,-0.13454,20.626
-0.2,8.2,1.6,9.9947,-9.3689,0.18911,-0.19287,20.61
0.0,8.2,1.6,9.8523,-9.468,0.41093,0.061737,20.603
0.2,8.2,1.6,9.6155,-9.3083,0.54362,0.15439,20.595
0.4,8.2,1.6,9.3986,-9.4864,0.54498,-0.22671,20.583
0.6,8.2,1.6,9.3883,-9.8097,0.48063,-0.068509,20.565
0.8,8.2,1.6,9.3889,-9.4563,0.5343,0.043737,20.548
1.0,8.2,1.6,9.2532,-9.0339,0.48742,-0.096561,20.531
1.2,8.2,1.6,9.1139,-9.509,0.2361,0.22952,20.515
1.4,8.2,1.6,9.1175,-9.9156,0.32245,0.33172,20.5
1.6,8.2,1.6,9.1248,-9.5223,0.60613,0.048523,20.483
1.8,8.2,1.6,9.1039,-9.4143,0.50243,0.039032,20.463
2.0,8.2,1.6,9.1502,-9.6721,0.18745,0.40952,20.442
2.2,8.2,1.6,9.2883,-9.6712,0.4702,0.44359,20.421
2.4,8.2,1.6,9.466,-9.6958,0.73028,0.14884,20.4
2.6,8.2,1.6,9.6866,-9.811,0.14222,0.21754,20.38
2.8,8.2,1.6,9.9455,-9.8255,0.091032,0.33573,20.363
3.0,8.2,1.6,10.19,-9.6059,1.001,0.12515,20.345
3.2,8.2,1.6,10.404,-9.447,1.057,0.21745,20.32
3.4,8.2,1.6,10.719,-9.6933,0.13924,0.50647,20.294
3.6,8.2,1.6,11.143,-10.077,0.029211,0.29745,20.273
3.8,8.2,1.6,11.575,-9.8217,0.67342,0.27478,20.256
4.0,8.2,1.6,11.916,-9.3827,0.97758,0.42212,20.238
